codigo_ccif;nivel;ejemplo;tipo;frase_original;;;;;;
06.1.3.03.04;Producto;colchones antiescaras;incluido;sillas de ruedas (eléctricas o con baterías, estándar o manuales, con o sin cojines), scooter de movilidad o carros para personas en situación de discapacidad, bastones de apoyo o para la movilidad (canadiense, plegable, araña), muletas, andadores ortopédicos (burro ortopédico), andadores ortopédicos con ruedas, bipedestadores (mantienen a las personas de pie), catres clínicos, camillas, colchones antiescaras, colchones de alivio de presión, colchones y almohadas antireflujo, picarón de goma antiescara inflable, carro porta cilindro de oxígeno, rampas portátiles;;;;;;
06.1.3.03.04;Producto;colchones de alivio de presión;incluido;sillas de ruedas (eléctricas o con baterías, estándar o manuales, con o sin cojines), scooter de movilidad o carros para personas en situación de discapacidad, bastones de apoyo o para la movilidad (canadiense, plegable, araña), muletas, andadores ortopédicos (burro ortopédico), andadores ortopédicos con ruedas, bipedestadores (mantienen a las personas de pie), catres clínicos, camillas, colchones antiescaras, colchones de alivio de presión, colchones y almohadas antireflujo, picarón de goma antiescara inflable, carro porta cilindro de oxígeno, rampas portátiles;;;;;;
06.1.3.03.04;Producto;colchones;incluido;sillas de ruedas (eléctricas o con baterías, estándar o manuales, con o sin cojines), scooter de movilidad o carros para personas en situación de discapacidad, bastones de apoyo o para la movilidad (canadiense, plegable, araña), muletas, andadores ortopédicos (burro ortopédico), andadores ortopédicos con ruedas, bipedestadores (mantienen a las personas de pie), catres clínicos, camillas, colchones antiescaras, colchones de alivio de presión, colchones y almohadas antireflujo, picarón de goma antiescara inflable, carro porta cilindro de oxígeno, rampas portátiles;;;;;;
06.1.3.03.04;Producto;almohadas antireflujo;incluido;sillas de ruedas (eléctricas o con baterías, estándar o manuales, con o sin cojines), scooter de movilidad o carros para personas en situación de discapacidad, bastones de apoyo o para la movilidad (canadiense, plegable, araña), muletas, andadores ortopédicos (burro ortopédico), andadores ortopédicos con ruedas, bipedestadores (mantienen a las personas de pie), catres clínicos, camillas, colchones antiescaras, colchones de alivio de presión, colchones y almohadas antireflujo, picarón de goma antiescara inflable, carro porta cilindro de oxígeno, rampas portátiles;;;;;;
06.1.3.03.04;Producto;picarón de goma antiescara inflable;incluido;sillas de ruedas (eléctricas o con baterías, estándar o manuales, con o sin cojines), scooter de movilidad o carros para personas en situación de discapacidad, bastones de apoyo o para la movilidad (canadiense, plegable, araña), muletas, andadores ortopédicos (burro ortopédico), andadores ortopédicos con ruedas, bipedestadores (mantienen a las personas de pie), catres clínicos, camillas, colchones antiescaras, colchones de alivio de presión, colchones y almohadas antireflujo, picarón de goma antiescara inflable, carro porta cilindro de oxígeno, rampas portátiles;;;;;;
06.1.3.03.04;Producto;carro porta cilindro de oxígeno;incluido;sillas de ruedas (eléctricas o con baterías, estándar o manuales, con o sin cojines), scooter de movilidad o carros para personas en situación de discapacidad, bastones de apoyo o para la movilidad (canadiense, plegable, araña), muletas, andadores ortopédicos (burro ortopédico), andadores ortopédicos con ruedas, bipedestadores (mantienen a las personas de pie), catres clínicos, camillas, colchones antiescaras, colchones de alivio de presión, colchones y almohadas antireflujo, picarón de goma antiescara inflable, carro porta cilindro de oxígeno, rampas portátiles;;;;;;
06.1.3.03.04;Producto;rampas portátiles;incluido;sillas de ruedas (eléctricas o con baterías, estándar o manuales, con o sin cojines), scooter de movilidad o carros para personas en situación de discapacidad, bastones de apoyo o para la movilidad (canadiense, plegable, araña), muletas, andadores ortopédicos (burro ortopédico), andadores ortopédicos con ruedas, bipedestadores (mantienen a las personas de pie), catres clínicos, camillas, colchones antiescaras, colchones de alivio de presión, colchones y almohadas antireflujo, picarón de goma antiescara inflable, carro porta cilindro de oxígeno, rampas portátiles;;;;;;
06.1.3.01.99;Producto;bastones guía para personas ciegas;excluido;bastones guía para personas ciegas o con baja visión (06.1.3.01.99);;;;;;
06.1.3.03.99;Producto;sillas para ducha;incluido;sillas para ducha/baño/WC;;;;;;
06.1.3.03.99;Producto;baño;incluido;sillas para ducha/baño/WC;;;;;;
06.1.3.03.99;Producto;pasamanos;incluido;pasamanos/asideros o barras de apoyo;;;;;;
06.1.3.03.99;Producto;asideros;incluido;pasamanos/asideros o barras de apoyo;;;;;;
06.1.3.03.99;Producto;barras de apoyo;incluido;pasamanos/asideros o barras de apoyo;;;;;;
06.1.3.03.99;Producto;productos para la incontinencia;incluido;productos para la incontinencia, absorbentes que incluyen pañales para personas adultas;;;;;;
06.1.3.03.99;Producto;absorbentes que incluyen pañales para personas adultas;incluido;productos para la incontinencia, absorbentes que incluyen pañales para personas adultas;;;;;;
06.1.3.03.99;Producto;prótesis mamarias;incluido;prótesis mamarias y otros productos de asistencia para el funcionamiento de las personas en su vida diaria n.c.p;;;;;;
06.1.3.03.99;Producto;otros productos de asistencia para el funcionamiento de las personas en su vida diaria n.c.p;incluido;prótesis mamarias y otros productos de asistencia para el funcionamiento de las personas en su vida diaria n.c.p;;;;;;
13.1.2.02.10;Producto;pañales desechables para bebés;excluido;pañales desechables para bebés (13.1.2.02.10);;;;;;
13.2.9.01.07;Producto;ecológicos (lavables);excluido;pañales reutilizables o ecológicos (lavables), pañales de tela para bebés (13.2.9.01.07);;;;;;
13.2.9.01.07;Producto;pañales de tela para bebés;excluido;pañales reutilizables o ecológicos (lavables), pañales de tela para bebés (13.2.9.01.07);;;;;;
06.1.4.00.00;Clase;limpieza;incluido;limpieza, reparación, arriendo y mantenimiento de productos de diagnóstico médico para uso personal y productos de asistencia para la visión, audición, movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);;;;;;
06.1.4.00.00;Clase;reparación;incluido;limpieza, reparación, arriendo y mantenimiento de productos de diagnóstico médico para uso personal y productos de asistencia para la visión, audición, movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);;;;;;
06.1.4.00.00;Clase;arriendo;incluido;limpieza, reparación, arriendo y mantenimiento de productos de diagnóstico médico para uso personal y productos de asistencia para la visión, audición, movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);;;;;;
06.1.4.00.00;Clase;mantenimiento de productos de diagnóstico médico para uso personal;incluido;limpieza, reparación, arriendo y mantenimiento de productos de diagnóstico médico para uso personal y productos de asistencia para la visión, audición, movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);;;;;;
06.1.4.00.00;Clase;productos de asistencia para la visión;incluido;limpieza, reparación, arriendo y mantenimiento de productos de diagnóstico médico para uso personal y productos de asistencia para la visión, audición, movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);;;;;;
06.1.4.00.00;Clase;audición;incluido;limpieza, reparación, arriendo y mantenimiento de productos de diagnóstico médico para uso personal y productos de asistencia para la visión, audición, movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);;;;;;
06.1.4.00.00;Clase;movilidad;incluido;limpieza, reparación, arriendo y mantenimiento de productos de diagnóstico médico para uso personal y productos de asistencia para la visión, audición, movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);;;;;;
06.1.4.00.00;Clase;funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);incluido;limpieza, reparación, arriendo y mantenimiento de productos de diagnóstico médico para uso personal y productos de asistencia para la visión, audición, movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);;;;;;
06.1.4.01.00;Subclase;limpieza;incluido;limpieza, reparación, arriendo y mantenimiento de productos de diagnóstico médico para uso personal y productos de asistencia para la visión, audición, movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);;;;;;
06.1.4.01.00;Subclase;reparación;incluido;limpieza, reparación, arriendo y mantenimiento de productos de diagnóstico médico para uso personal y productos de asistencia para la visión, audición, movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);;;;;;
06.1.4.01.00;Subclase;arriendo;incluido;limpieza, reparación, arriendo y mantenimiento de productos de diagnóstico médico para uso personal y productos de asistencia para la visión, audición, movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);;;;;;
06.1.4.01.00;Subclase;mantenimiento de productos de diagnóstico médico para uso personal;incluido;limpieza, reparación, arriendo y mantenimiento de productos de diagnóstico médico para uso personal y productos de asistencia para la visión, audición, movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);;;;;;
06.1.4.01.00;Subclase;productos de asistencia para la visión;incluido;limpieza, reparación, arriendo y mantenimiento de productos de diagnóstico médico para uso personal y productos de asistencia para la visión, audición, movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);;;;;;
06.1.4.01.00;Subclase;audición;incluido;limpieza, reparación, arriendo y mantenimiento de productos de diagnóstico médico para uso personal y productos de asistencia para la visión, audición, movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);;;;;;
06.1.4.01.00;Subclase;movilidad;incluido;limpieza, reparación, arriendo y mantenimiento de productos de diagnóstico médico para uso personal y productos de asistencia para la visión, audición, movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);;;;;;
06.1.4.01.00;Subclase;funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);incluido;limpieza, reparación, arriendo y mantenimiento de productos de diagnóstico médico para uso personal y productos de asistencia para la visión, audición, movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar);;;;;;
06.1.4.01.01;Producto;limpieza;incluido;limpieza, reparación y mantenimiento de lentes para corrección, en sus diferentes partes como marcos o armazones (por ejemplo, servicio de soldado), reposición de cristales, almohadillas, etc;;;;;;
06.1.4.01.01;Producto;reparación;incluido;limpieza, reparación y mantenimiento de lentes para corrección, en sus diferentes partes como marcos o armazones (por ejemplo, servicio de soldado), reposición de cristales, almohadillas, etc;;;;;;
06.1.4.01.01;Producto;mantenimiento de lentes para corrección;incluido;limpieza, reparación y mantenimiento de lentes para corrección, en sus diferentes partes como marcos o armazones (por ejemplo, servicio de soldado), reposición de cristales, almohadillas, etc;;;;;;
06.1.4.01.01;Producto;marcos;incluido;limpieza, reparación y mantenimiento de lentes para corrección, en sus diferentes partes como marcos o armazones (por ejemplo, servicio de soldado), reposición de cristales, almohadillas, etc;;;;;;
06.1.4.01.01;Producto;armazones (por ejemplo, servicio de soldado);incluido;limpieza, reparación y mantenimiento de lentes para corrección, en sus diferentes partes como marcos o armazones (por ejemplo, servicio de soldado), reposición de cristales, almohadillas, etc;;;;;;
06.1.4.01.01;Producto;reposición de cristales;incluido;limpieza, reparación y mantenimiento de lentes para corrección, en sus diferentes partes como marcos o armazones (por ejemplo, servicio de soldado), reposición de cristales, almohadillas, etc;;;;;;
06.1.4.01.01;Producto;almohadillas;incluido;limpieza, reparación y mantenimiento de lentes para corrección, en sus diferentes partes como marcos o armazones (por ejemplo, servicio de soldado), reposición de cristales, almohadillas, etc;;;;;;
06.1.4.01.02;Producto;limpieza;incluido;limpieza, reparación y mantenimiento de productos de diagnóstico médico para uso personal (incluidos en 06.1.2.00.00), tales como equipos de diagnóstico para autoevaluación (por ejemplo, medidores de presión arterial (manuales y electrónicos), oxímetros, medidores de frecuencia respiratoria, etc.), productos de tratamiento para uso personal (por ejemplo, humidificadores de uso médico, nebulizadores, ventiladores y concentradores de oxígeno, etc.);;;;;;
06.1.4.01.02;Producto;reparación;incluido;limpieza, reparación y mantenimiento de productos de diagnóstico médico para uso personal (incluidos en 06.1.2.00.00), tales como equipos de diagnóstico para autoevaluación (por ejemplo, medidores de presión arterial (manuales y electrónicos), oxímetros, medidores de frecuencia respiratoria, etc.), productos de tratamiento para uso personal (por ejemplo, humidificadores de uso médico, nebulizadores, ventiladores y concentradores de oxígeno, etc.);;;;;;
06.1.4.01.02;Producto;mantenimiento de productos de diagnóstico médico para uso personal (incluidos en 06.1.2.00.00);incluido;limpieza, reparación y mantenimiento de productos de diagnóstico médico para uso personal (incluidos en 06.1.2.00.00), tales como equipos de diagnóstico para autoevaluación (por ejemplo, medidores de presión arterial (manuales y electrónicos), oxímetros, medidores de frecuencia respiratoria, etc.), productos de tratamiento para uso personal (por ejemplo, humidificadores de uso médico, nebulizadores, ventiladores y concentradores de oxígeno, etc.);;;;;;
06.1.4.01.02;Producto;equipos de diagnóstico para autoevaluación (por ejemplo, medidores de presión arterial (manuales y electrónicos), oxímetros, medidores de frecuencia respiratoria, etc.);incluido;limpieza, reparación y mantenimiento de productos de diagnóstico médico para uso personal (incluidos en 06.1.2.00.00), tales como equipos de diagnóstico para autoevaluación (por ejemplo, medidores de presión arterial (manuales y electrónicos), oxímetros, medidores de frecuencia respiratoria, etc.), productos de tratamiento para uso personal (por ejemplo, humidificadores de uso médico, nebulizadores, ventiladores y concentradores de oxígeno, etc.);;;;;;
06.1.4.01.02;Producto;productos de tratamiento para uso personal (por ejemplo, humidificadores de uso médico, nebulizadores, ventiladores y concentradores de oxígeno, etc.);incluido;limpieza, reparación y mantenimiento de productos de diagnóstico médico para uso personal (incluidos en 06.1.2.00.00), tales como equipos de diagnóstico para autoevaluación (por ejemplo, medidores de presión arterial (manuales y electrónicos), oxímetros, medidores de frecuencia respiratoria, etc.), productos de tratamiento para uso personal (por ejemplo, humidificadores de uso médico, nebulizadores, ventiladores y concentradores de oxígeno, etc.);;;;;;
06.1.4.01.02;Producto;mantenimiento de otros productos de asistencia (incluidos en 06.1.3.00.00) para la visión (por ejemplo, bastones guía para personas ciegas o con baja visión, prótesis oculares, etc.);incluido;limpieza, reparación y mantenimiento de otros productos de asistencia (incluidos en 06.1.3.00.00) para la visión (por ejemplo, bastones guía para personas ciegas o con baja visión, prótesis oculares, etc.), la audición (por ejemplo, audífonos para sordera, etc.), la movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, órtesis, prótesis, sillas de rueda, catres clínicos, etc.);;;;;;
06.1.4.01.02;Producto;funcionamiento de las personas en su vida diaria (por ejemplo, órtesis, prótesis, sillas de rueda, catres clínicos, etc.);incluido;limpieza, reparación y mantenimiento de otros productos de asistencia (incluidos en 06.1.3.00.00) para la visión (por ejemplo, bastones guía para personas ciegas o con baja visión, prótesis oculares, etc.), la audición (por ejemplo, audífonos para sordera, etc.), la movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, órtesis, prótesis, sillas de rueda, catres clínicos, etc.);;;;;;
06.1.4.01.01;Producto;limpieza;excluido;limpieza, reparación y mantenimiento de lentes para corrección (06.1.4.01.01);;;;;;
06.1.4.01.01;Producto;reparación;excluido;limpieza, reparación y mantenimiento de lentes para corrección (06.1.4.01.01);;;;;;
06.1.4.01.01;Producto;mantenimiento de lentes para corrección;excluido;limpieza, reparación y mantenimiento de lentes para corrección (06.1.4.01.01);;;;;;
06.1.4.01.03;Producto;arriendo de productos de diagnóstico médico para uso personal (incluidos en 06.1.2.00.00);incluido;arriendo de productos de diagnóstico médico para uso personal (incluidos en 06.1.2.00.00), tales como equipos de diagnóstico para autoevaluación (por ejemplo, medidores de presión arterial (manuales y electrónicos), oxímetros, medidores de frecuencia respiratoria, etc.), productos de tratamiento para uso personal (por ejemplo, humidificadores de uso médico, nebulizadores, ventiladores y concentradores de oxígeno, etc.);;;;;;
06.1.4.01.03;Producto;equipos de diagnóstico para autoevaluación (por ejemplo, medidores de presión arterial (manuales y electrónicos), oxímetros, medidores de frecuencia respiratoria, etc.);incluido;arriendo de productos de diagnóstico médico para uso personal (incluidos en 06.1.2.00.00), tales como equipos de diagnóstico para autoevaluación (por ejemplo, medidores de presión arterial (manuales y electrónicos), oxímetros, medidores de frecuencia respiratoria, etc.), productos de tratamiento para uso personal (por ejemplo, humidificadores de uso médico, nebulizadores, ventiladores y concentradores de oxígeno, etc.);;;;;;
06.1.4.01.03;Producto;productos de tratamiento para uso personal (por ejemplo, humidificadores de uso médico, nebulizadores, ventiladores y concentradores de oxígeno, etc.);incluido;arriendo de productos de diagnóstico médico para uso personal (incluidos en 06.1.2.00.00), tales como equipos de diagnóstico para autoevaluación (por ejemplo, medidores de presión arterial (manuales y electrónicos), oxímetros, medidores de frecuencia respiratoria, etc.), productos de tratamiento para uso personal (por ejemplo, humidificadores de uso médico, nebulizadores, ventiladores y concentradores de oxígeno, etc.);;;;;;
06.1.4.01.03;Producto;arriendo de productos de asistencia (incluidos en 06.1.3.00.00) para la visión (por ejemplo, bastones guía para personas ciegas o con baja visión, etc.);incluido;arriendo de productos de asistencia (incluidos en 06.1.3.00.00) para la visión (por ejemplo, bastones guía para personas ciegas o con baja visión, etc.), la audición (como audífonos para sordera, etc.), la movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar, muletas, sillas de rueda, catres clínicos, etc.);;;;;;
06.1.4.01.03;Producto;funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar, muletas, sillas de rueda, catres clínicos, etc.);incluido;arriendo de productos de asistencia (incluidos en 06.1.3.00.00) para la visión (por ejemplo, bastones guía para personas ciegas o con baja visión, etc.), la audición (como audífonos para sordera, etc.), la movilidad y funcionamiento de las personas en su vida diaria (por ejemplo, arriendo de alarmas médicas para uso en el hogar, muletas, sillas de rueda, catres clínicos, etc.);;;;;;
06.1.1.01.00;Subclase;vacunas cuando se cobren por separado del servicio preventivo;excluido;vacunas cuando se cobren por separado del servicio preventivo (06.1.1.01.00);;;;;;
06.3.0.00.00;Grupo;servicios dentales;excluido;servicios dentales, curativos, de rehabilitación y de cuidado a largo plazo brindados en el contexto de una hospitalización (06.3.0.00.00);;;;;;
06.3.0.00.00;Grupo;curativos;excluido;servicios dentales, curativos, de rehabilitación y de cuidado a largo plazo brindados en el contexto de una hospitalización (06.3.0.00.00);;;;;;
06.3.0.00.00;Grupo;servicios de control;excluido;servicios de control y/o seguimiento después de que aparezcan los síntomas, con atención nocturna (06.3.0.00.00);;;;;;
06.3.0.00.00;Grupo;seguimiento después de que aparezcan los síntomas;excluido;servicios de control y/o seguimiento después de que aparezcan los síntomas, con atención nocturna (06.3.0.00.00);;;;;;
06.4.1.00.00;Clase;servicios de laboratorio;excluido;servicios de laboratorio e imagen identificables por separado del servicio preventivo (06.4.1.00.00);;;;;;
06.4.1.00.00;Clase;imagen identificables por separado del servicio preventivo;excluido;servicios de laboratorio e imagen identificables por separado del servicio preventivo (06.4.1.00.00);;;;;;
13.3.1.03.01;Producto;servicios no médicos para mantener a las personas en sus domicilios que no están integrados a un paquete de atención médica;excluido;servicios no médicos para mantener a las personas en sus domicilios que no están integrados a un paquete de atención médica (13.3.1.03.01);;;;;;
06.2.1.00.00;Clase;servicios de inmunización;incluido;servicios de inmunización/vacunación;;;;;;
06.2.1.00.00;Clase;vacunación;incluido;servicios de inmunización/vacunación;;;;;;
06.2.1.00.00;Clase;planificación familiar;incluido;planificación familiar y asesoramiento;;;;;;
06.2.1.00.00;Clase;asesoramiento;incluido;planificación familiar y asesoramiento;;;;;;
06.2.1.00.00;Clase;servicios de monitoreo de condiciones saludables (atención prenatal y servicios de atención postnatal);incluido;servicios de monitoreo de condiciones saludables (atención prenatal y servicios de atención postnatal);;;;;;
06.2.1.00.00;Clase;chequeos generales;incluido;chequeos generales y de rutina que no sean dentales;;;;;;
06.2.1.00.00;Clase;chequeos de crecimiento;incluido;chequeos de crecimiento y desarrollo infantil;;;;;;
06.2.1.00.00;Clase;desarrollo infantil;incluido;chequeos de crecimiento y desarrollo infantil;;;;;;
06.2.1.00.00;Clase;servicios de detección temprana de enfermedades;incluido;servicios de detección temprana de enfermedades, antes de que aparezcan los síntomas (incluidos los exámenes de detección, las pruebas de diagnóstico y los exámenes médicos dirigidos a detectar enfermedades transmisibles y no transmisibles antes de que aparezcan los síntomas);;;;;;
06.2.1.00.00;Clase;antes de que aparezcan los síntomas (incluidos los exámenes de detección, las pruebas de diagnóstico y los exámenes médicos dirigidos a detectar enfermedades transmisibles y no transmisibles antes de que aparezcan los síntomas);incluido;servicios de detección temprana de enfermedades, antes de que aparezcan los síntomas (incluidos los exámenes de detección, las pruebas de diagnóstico y los exámenes médicos dirigidos a detectar enfermedades transmisibles y no transmisibles antes de que aparezcan los síntomas);;;;;;
06.2.1.00.00;Clase;imagen necesarios para brindar servicios preventivos cuando se cobran conjuntamente con el tiempo;incluido;los servicios de laboratorio e imagen necesarios para brindar servicios preventivos cuando se cobran conjuntamente con el tiempo y las habilidades del personal;;;;;;
06.2.1.01.00;Subclase;servicios de inmunización;incluido;servicios de inmunización/vacunación para la atención maternoinfantil;;;;;;
06.2.1.01.00;Subclase;vacunación para la atención maternoinfantil;incluido;servicios de inmunización/vacunación para la atención maternoinfantil;;;;;;
06.2.1.01.00;Subclase;vacunación para viajes;incluido;vacunación para viajes y turismo, así como cualquier otro servicio obligatorio o voluntario de inmunización/vacunación;;;;;;
06.2.1.01.00;Subclase;turismo;incluido;vacunación para viajes y turismo, así como cualquier otro servicio obligatorio o voluntario de inmunización/vacunación;;;;;;
06.2.1.01.00;Subclase;cualquier otro servicio obligatorio;incluido;vacunación para viajes y turismo, así como cualquier otro servicio obligatorio o voluntario de inmunización/vacunación;;;;;;
06.2.1.01.00;Subclase;voluntario de inmunización;incluido;vacunación para viajes y turismo, así como cualquier otro servicio obligatorio o voluntario de inmunización/vacunación;;;;;;
06.2.1.01.00;Subclase;vacunación;incluido;vacunación para viajes y turismo, así como cualquier otro servicio obligatorio o voluntario de inmunización/vacunación;;;;;;
06.2.1.01.01;Producto;servicios de inmunización;incluido;servicios de inmunización/vacunación para la atención maternoinfantil;;;;;;
06.2.1.01.01;Producto;vacunación para la atención maternoinfantil;incluido;servicios de inmunización/vacunación para la atención maternoinfantil;;;;;;
06.2.1.01.01;Producto;vacunación para viajes;incluido;vacunación para viajes y turismo, así como cualquier otro servicio obligatorio o voluntario de inmunización/vacunación;;;;;;
06.2.1.01.01;Producto;turismo;incluido;vacunación para viajes y turismo, así como cualquier otro servicio obligatorio o voluntario de inmunización/vacunación;;;;;;
06.2.1.01.01;Producto;cualquier otro servicio obligatorio;incluido;vacunación para viajes y turismo, así como cualquier otro servicio obligatorio o voluntario de inmunización/vacunación;;;;;;
06.2.1.01.01;Producto;voluntario de inmunización;incluido;vacunación para viajes y turismo, así como cualquier otro servicio obligatorio o voluntario de inmunización/vacunación;;;;;;
06.2.1.01.01;Producto;vacunación;incluido;vacunación para viajes y turismo, así como cualquier otro servicio obligatorio o voluntario de inmunización/vacunación;;;;;;
06.2.1.09.00;Subclase;planificación familiar;incluido;planificación familiar y asesoramiento (incluido el asesoramiento genético);;;;;;
06.2.1.09.00;Subclase;asesoramiento (incluido el asesoramiento genético);incluido;planificación familiar y asesoramiento (incluido el asesoramiento genético);;;;;;
06.2.1.09.00;Subclase;servicios de atención prenatal;incluido;servicios de atención prenatal y postnatal;;;;;;
06.2.1.09.00;Subclase;postnatal;incluido;servicios de atención prenatal y postnatal;;;;;;
06.2.1.09.00;Subclase;servicios de chequeo de rutina general que incluyen crecimiento;incluido;servicios de chequeo de rutina general que incluyen crecimiento y desarrollo infantil;;;;;;
06.2.1.09.00;Subclase;desarrollo infantil;incluido;servicios de chequeo de rutina general que incluyen crecimiento y desarrollo infantil;;;;;;
06.2.1.09.00;Subclase;identificación de anomalías genéticas;incluido;identificación de anomalías genéticas;;;;;;
06.2.1.09.00;Subclase;pruebas de detección;incluido;pruebas de detección, pruebas de diagnóstico y exámenes médicos dirigidos a detectar enfermedades transmisibles y no transmisibles (por ejemplo, malaria, tuberculosis, cáncer de mama, cáncer de próstata, cáncer de cérvix, cáncer de colon, diabetes, VIH/SIDA y cualquier otra enfermedad transmisible o no) antes de que aparezcan los síntomas;;;;;;
06.2.1.09.00;Subclase;pruebas de diagnóstico;incluido;pruebas de detección, pruebas de diagnóstico y exámenes médicos dirigidos a detectar enfermedades transmisibles y no transmisibles (por ejemplo, malaria, tuberculosis, cáncer de mama, cáncer de próstata, cáncer de cérvix, cáncer de colon, diabetes, VIH/SIDA y cualquier otra enfermedad transmisible o no) antes de que aparezcan los síntomas;;;;;;
06.2.1.09.00;Subclase;exámenes médicos dirigidos a detectar enfermedades transmisibles;incluido;pruebas de detección, pruebas de diagnóstico y exámenes médicos dirigidos a detectar enfermedades transmisibles y no transmisibles (por ejemplo, malaria, tuberculosis, cáncer de mama, cáncer de próstata, cáncer de cérvix, cáncer de colon, diabetes, VIH/SIDA y cualquier otra enfermedad transmisible o no) antes de que aparezcan los síntomas;;;;;;
06.2.1.09.00;Subclase;cualquier otro servicio médico proporcionado antes de que aparezcan los síntomas;incluido;cualquier otro servicio médico proporcionado antes de que aparezcan los síntomas;;;;;;
06.2.1.09.00;Subclase;imagen necesarios para proporcionar servicios preventivos cobrados conjuntamente con el tiempo;incluido;los servicios de laboratorio e imagen necesarios para proporcionar servicios preventivos cobrados conjuntamente con el tiempo y las habilidades del personal (por ejemplo, una mamografía);;;;;;
06.2.2.01.01;Producto;chequeo preventivo de rutina dental;excluido;chequeo preventivo de rutina dental (06.2.2.01.01);;;;;;
06.2.2.00.00;Clase;servicios de control;excluido;servicios de control y seguimiento después de que los síntomas aparezcan, sin hospitalización (06.2.2.00.00, 06.2.3.00.00);;;;;;
06.2.2.00.00;Clase;seguimiento después de que los síntomas aparezcan;excluido;servicios de control y seguimiento después de que los síntomas aparezcan, sin hospitalización (06.2.2.00.00, 06.2.3.00.00);;;;;;
06.2.3.00.00;Clase;servicios de control;excluido;servicios de control y seguimiento después de que los síntomas aparezcan, sin hospitalización (06.2.2.00.00, 06.2.3.00.00);;;;;;
06.2.3.00.00;Clase;seguimiento después de que los síntomas aparezcan;excluido;servicios de control y seguimiento después de que los síntomas aparezcan, sin hospitalización (06.2.2.00.00, 06.2.3.00.00);;;;;;
06.3.0.00.00;Grupo;seguimiento después de que los síntomas aparezcan;excluido;servicios de control y seguimiento después de que los síntomas aparezcan, con hospitalización (06.3.0.00.00);;;;;;
06.2.1.09.01;Producto;planificación familiar;incluido;planificación familiar y asesoramiento (en temas como asesoramiento genético, métodos anticonceptivos, tratamientos de esterilidad, etc.);;;;;;
06.2.1.09.01;Producto;asesoramiento (en temas como asesoramiento genético, métodos anticonceptivos, tratamientos de esterilidad, etc.);incluido;planificación familiar y asesoramiento (en temas como asesoramiento genético, métodos anticonceptivos, tratamientos de esterilidad, etc.);;;;;;
06.2.1.09.01;Producto;servicios de atención prenatal;incluido;servicios de atención prenatal y postnatal;;;;;;
06.2.1.09.01;Producto;postnatal;incluido;servicios de atención prenatal y postnatal;;;;;;
06.2.1.09.01;Producto;servicios de chequeo de rutina general que incluyen crecimiento;incluido;servicios de chequeo de rutina general que incluyen crecimiento y desarrollo infantil;;;;;;
06.2.1.09.01;Producto;desarrollo infantil;incluido;servicios de chequeo de rutina general que incluyen crecimiento y desarrollo infantil;;;;;;
06.2.1.09.01;Producto;identificación de anomalías genéticas;incluido;identificación de anomalías genéticas;;;;;;
06.2.1.09.01;Producto;pruebas de detección;incluido;pruebas de detección, pruebas de diagnóstico y exámenes médicos dirigidos a detectar enfermedades transmisibles y no transmisibles (por ejemplo, malaria, tuberculosis, cáncer de mama, cáncer de próstata, cáncer de cérvix, cáncer de colon, diabetes, VIH/SIDA y cualquier otra enfermedad transmisible o no) antes de que aparezcan los síntomas;;;;;;
